Код 1с;Номенклатура;1 поставщик;21 поставщик
144074;Вытяжка DACH NUBIA 60 black;;110005629
144075;Вытяжка DACH NUBIA 60 black PUSH;;110005630
144076;Вытяжка DACH NUBIA 60 white;;110005631
144088;Вытяжка MAAN Saturn 50 белый;;110005690
144089;Вытяжка MAAN Saturn 50 черный;;110005691
144092;Вытяжка MAAN Saturn 60 черный;;110005693
144097;Вытяжка MAAN VESUVIO G 60 черный;;110005695
76433;Вытяжка CATA ceres 900 xgwh;;110016630
195539;Холодильник BEKO CNKDN6270K20W;;110017186
195619;Стиральная машина  BEKO WSRE 6H612 ZAW;;110016179
195621;Стиральная машина  BEKO WRE 6H512 ZSW;;110008113
195626;Стиральная машина BEKO WRE 6512 ZAW;;110008125
195631;Стиральная машина  BEKO WDN 635P1 BSW;;110016757
195700;Сушильная машина ELECTROLUX EW8HR358S;;110011776
195741;Посудомоечная машина BEKO DIN 48430;;110008096
195748;Посудомоечная машина BEKO DIS 28124;;110006741
195756;Посудомоечная машина BEKO DFS 05R13 W;;110008090
195764;Варочная панель  Simfer H60Q40M412;;110009694
195771;Варочная панель ELECTROLUX IPE 6492 KF;;949596944
195791;Варочная панель ELECTROLUX EIS8648;;949596889
195816;Духовой шкаф ELECTROLUX OKD5C70X;;110003931
195821;Духовой шкаф  BEKO BRE 22305 X;;110008161
195823;Духовой шкаф  BEKO BIE 22302 XD;;110008158
195827;Духовой шкаф ELECTROLUX OKA9S31WX;;944184869
195828;Духовой шкаф  ELECTROLUX KOEAP31WT;;944184868
195829;Духовой шкаф ELECTROLUX OKA9S31WZ;;944184870
195830;Духовой шкаф  ELECTROLUX VKA9S21WX;;944066530
195831;Духовой шкаф  ELECTROLUX KVLAE00WT;;944066742
195837;Духовой шкаф  Electrolux OKE5C71Z;;110007791
195844;Духовой шкаф  ELECTROLUX KOAAS31WT;;944184871
195847;Духовой шкаф  Electrolux OKE5C71V;;110003932
195859;Вытяжка CATA GL 45 X/C;;110005314
195883;Вытяжка ELECTROLUX LFV 616 Y;;942051242
195943;Микроволновая печь Hotpoint-Ariston MWHA 201 W;;869991566910
195972;Микроволновая печь ELECTROLUX KMFD 264 TEX;;947608749
195982;Кофемашина ELECTROLUX KBC65X;;942401550
195983;Кофемашина ELECTROLUX KBC65T;;942401551
196042;Плита KAISER HGE 93555 Em;;110010098
196053;Плита BEKO FSM 52331 DXDT;;110008659
196054;Плита BEKO FSM 62120 DW;;110008660
196055;Плита BEKO FSE 63320 DW;;110008674
196056;Плита BEKO FSET 52115 GAS;;110008655
196057;Плита BEKO FSS 52115 GW;;110008654
196059;Плита BEKO FSE 62330 GWD;;110008662
196063;Плита BEKO FSE 57110 GW;;110008647
196065;Плита BEKO FSM 52332 DWDS;;110008657
196066;Плита BEKO FSM 52332 DXDS;;110008658
196069;Плита BEKO FSGT 62130 DXO;;110008653
196071;Плита BEKO FSE 67300 GW;;110008651
195119;Морозильник-ларь ATLANT M 8025-101;;50056
195121;Морозильная камера БИРЮСА M 116;;40667
195208;Холодильник BEKO CNKR 5270 K 20 W;;110008244
195210;Холодильник Beko CSKR5335M20W;;110008239
195211;Холодильник BEKO CSKR5310M20W;;110008238
195212;Холодильник Beko CSKR5270M20W;;110008236
195311;Электрическая плита Beko FSS 57100GX;;110031222
195371;Встраиваемый электрический духовой шкаф CANDY FCP 502 W/E;;33702129
195372;Встраиваемый электрический духовой шкаф CANDY FCP 502 X/E1;;33702937
195373;Встраиваемый электрический духовой шкаф CANDY FCP 615 X/E1;;33702945
195374;Встраиваемый электрический духовой шкаф Candy FCS 612 X/E;;33702165
195403;Встраиваемая газовая варочная панель Candy CHW6LBX;;33801976
195436;Встраиваемая индукционная варочная панель CATA I 6104 BK;;08040101
195461;Каминная вытяжка Lex Luka 500 черный;;110009575
51459;Вытяжка CATA tf 2003 90 duralum/c;;110016615
83936;Вытяжка MAUNFELD box large black 70;;110001903
83937;Вытяжка MAUNFELD box large white 70;;110001902
83939;Вытяжка MAUNFELD box quadro grey 40(цвет зеленое стекло);;110001904
188314;Встраиваемая микроволновая печь BOSCH BFL 520MW0;;110031509
188338;Микроволновая печь Bauknecht MW 80 IX;;858928084790
188441;Холодильник Whirlpool WTNF 902 X;;869991552830
188682;Вытяжка MAUNFELD Tower G 90 слоновая кость;;110002249
188683;Вытяжка Maunfeld Cascada Quart 90 слоновая кость;;110001940
188685;Вытяжка KAISER AT 6438 FW Eco;;110006812
188686;Вытяжка KAISER AT 8438 FW Eco;;110006819
199804;Винный шкаф COLDVINE C34-KBF2 (W-nut);;110004968
199805;Винный шкаф COLDVINE C34-KBF2 (W-wenge);;110004969
199806;Винный шкаф COLDVINE C34-KBF2 (W-cherry);;110004970
199807;Винный шкаф COLDVINE C34-KBF2 (W-oak);;110004971
208784;Поверхность KRONASTEEL Vento 60 BL;;110007532
208868;Встраиваемый электрический духовой шкаф Zigmund & Shtain E 136 B;;110003713
208947;Варочная поверхность SIMFER H60Q40M471;;110009696
208950;Варочная поверхность SIMFER H60Q40W471;;110009705
208951;Варочная поверхность SIMFER H60Q40B470;;110009686
208952;Духовой шкаф Simfer B6EM56070;;110010020
208953;Духовой шкаф SIMFER B6EB56070;;110010013
208954;Духовой шкаф Simfer B6EB04070;;110010008
208955;Варочная поверхность SIMFER H60Q40W470;;110009704
208956;Духовой шкаф Simfer B6EM04070;;110010016
208957;Варочная поверхность SIMFER H60Q40B471;;110009687
208958;Холодильник Liebherr CNbs 4835;;CNbs 4835-21 001
208965;Холодильник BEKO CNKR 5321E20 SB;;110008252
208969;Варочная поверхность SIMFER H60V31M416;;110009712
208970;Варочная поверхность SIMFER H45V30B400;;110009736
208971;Варочная поверхность SIMFER H60Q40W416;;110009703
208979;Варочная поверхность SIMFER H60Q40B416;;110009685
208981;Варочная поверхность SIMFER H45V30M416;;110009739
208982;Варочная поверхность Simfer H45N30B416;;110009735
208983;Варочная поверхность SIMFER H60V40M416;;110005379
208984;Варочная поверхность SIMFER H60Q41M416;;110009709
208985;Варочная поверхность SIMFER H60N40B416;;110009676
208986;Варочная поверхность SIMFER H45N30W416;;110006956
208987;Варочная поверхность SIMFER H60K32B516;;110011636
208988;Варочная поверхность SIMFER H60Q22M516;;110009681
208990;Варочная поверхность SIMFER H30V20M416;;110009725
208991;Варочная поверхность SIMFER H45E03M016;;110009732
208992;Варочная поверхность SIMFER H30E02M016;;110009720
208993;Варочная поверхность SIMFER H60H40S416;;110009672
209023;Телевизор SAMSUNG QE75Q80TAUXRU;;2000053534
209027;Варочная панель Maunfeld EGHE.64.33CB2/G;;110000957
209031;Минибар COLDVINE MCA-50B;;110004942
209032;Минибар COLDVINE MCA-38B;;110004995
209033;Минибар COLDVINE MCA-30B;;110004926
209037;Варочная поверхность ZIGMUND & SHTAIN M 21.7 B;;110001124
209038;Варочная поверхность ZIGMUND & SHTAIN M 21.7 W;;110001125
209119;Духовой шкаф SIMFER B6ES58016;;110010026
209122;Газовая плита SIMFER F56GW41015;;F56GW41015
209123;Электрическая плита SIMFER F56VS07135;;F56VS07135
209125;Духовой шкаф SIMFER B4EB04070;;110009999
209126;Комбинированная плита SIMFER F50MW43015;;F50MW43015
209127;Газовая плита SIMFER F56GD41015;;F56GD41015
209129;Духовой шкаф SIMFER B4EM04070;;110009994
209131;Комбинированная плита SIMFER F50EH43015;;F50EH43015
209132;Комбинированная плита SIMFER F56MW46115;;110010121
209140;Духовой шкаф SIMFER B6EM58035;;110010022
209145;Духовой шкаф SIMFER B6EM58016;;110010021
209146;Духовой шкаф SIMFER B5EH55016;;110009998
209148;Духовой шкаф SIMFER B5EH15016;;110009997
209149;Духовой шкаф SIMFER B6EB56035;;110010012
209150;Духовой шкаф SIMFER B4EM56016;;110010005
209152;Духовой шкаф SIMFER B4EB16016;;110010001
209156;Духовой шкаф SIMFER B4EB14006;;110010000
209157;Духовой шкаф SIMFER B6EB56016;;110009565
209158;Духовой шкаф SIMFER B4EC18016;;110009993
209159;Духовой шкаф SIMFER B6GB12016;;110010032
209160;Духовой шкаф SIMFER B4EB56016;;110009992
209163;Духовой шкаф SIMFER B6ES16016;;110010025
209170;Духовой шкаф SIMFER B4EM14016;;110009995
209171;Духовой шкаф SIMFER B4ES18016;;110009996
209178;Вытяжка KRONA Clementina 600 black S;;110007571
209183;Варочная панель SIMFER H60N26S516;;110005391
209186;Варочная панель SIMFER H60Q40B570;;110009689
209187;Варочная панель SIMFER H30D12B015;;110009718
209189;Варочная панель SIMFER H45V30B416;;110009737
209190;Варочная панель SIMFER H60H32S516;;110005006
209191;Газовая варочная панель SIMFER H60V41M516;;110009715
209254;Вытяжка ZIGMUND & SHTAIN K 138.6 X;;110001782
209255;Вытяжка ZIGMUND & SHTAIN K 138.6 B;;110001781
209264;Вытяжка DELONGHI ILVITO CH-6124 ES;;110009080
209265;Электрический духовой шкаф MAUNFELD EOEC516S;;110001484
209273;Варочная поверхность ZIGMUND & SHTAIN M 21.4 B;;110000055
209274;Каминная вытяжка KAISER AT 9440 Eco;;110006822
209774;Вытяжка DELONGHI KD-N5 60WH;;110009072
209867;Духовой шкаф KAISER EH 4747;;110005734
210413;Духовой шкаф EXITEQ EXO-106 black;;110005708
210447;Фильтр угольный EXITEQ E4CF04;;110009558
210453;Холодильник BEKO RCNK400E30ZW;;110008280
210479;Встраиваемый электрический духовой шкаф Zigmund & Shtain E 136 S;;110003714
210502;Встраиваемый электрический духовой шкаф Zigmund & Shtain E 136 W;;110003715
211133;Вытяжка EXITEQ EX-1075 white glass;;110005647
211134;Вытяжка EXITEQ EX-1255;;110005675
211135;Винный шкаф COLDVINE C7-KST1;;110004947
211136;Винный шкаф COLDVINE C18-KST1;;110004949
211291;Встраиваемый холодильник BEKO BCNA275E2S;;41293
211726;Варочная поверхность KAISER KCT 3721 F;;110006765
211727;Варочная панель KAISER KCT 4746 FI;;110017432
211728;Варочная панель KAISER KCT 777 FI;;110009653
211729;Варочная панель KAISER KCT 7797 FI Em;;110006785
211731;Варочная панель KAISER KCT 7797 FI RotEm;;110006786
211732;Варочная панель KAISER KCT 97 FI La Perle;;110006787
212091;Газовая поверхность ELECTROLUX GRE263MB;;110001167
212177;Поверхность EXITEQ EXH 106IW;;110005581
212180;Холодильник Bosch KGN 39LQ32R;;2000054133
212182;Холодильник BOSCH KGN39AW32R;;110008530
212183;Холодильник BOSCH KAG93AI30R;;2000054127
212184;Сушильная машина BOSCH WTH85201OE;;110007730
212188;Духовой шкаф BOSCH HBF512BA0R;;110008501
212196;Холодильник BOSCH KGN39AK32R;;2000054129
212258;Духовой шкаф KAISER EH 6424 GrBE Eco;;110009978
212261;Настольная плита ZIGMUND & SHTAIN ZIP-559;;110009214
212262;Настольная плита ZIGMUND & SHTAIN ZCP-560;;110009209
212408;Вытяжка ELECTROLUX LFU9216X;;942150861
212615;Кухонный комбайн Zigmund & Shtain ZKM-960;;110030583
